Date,Open,High,Low,Close,Volume
2021-08-25,21.6620754210,22.3925486852,21.6471277320,22.1364345551,347701000
2021-08-26,22.1234807155,22.2629975484,21.7148940756,21.9919357300,237940000
2021-08-27,22.1075303615,22.6436759479,22.0905887639,22.5579719543,304722000
2021-08-30,22.7513053430,22.9635704822,22.4732677199,22.6097946167,262580000
2021-08-31,22.6207567466,22.6207567466,22.0476389050,22.3117713928,259850000
2021-09-01,22.4114485504,22.6227549578,22.2838670005,22.3675918579,201767000
2021-09-02,22.4443373877,22.5190928035,22.2220673048,22.3227367401,187834000
2021-09-03,22.2519729141,22.9108100014,22.1273818046,22.7682781219,280532000
2021-09-07,22.7583059610,22.8240900382,22.4483225226,22.5878658295,198107000
2021-09-08,22.4393531227,22.5360359258,21.9051053520,22.2659225464,254434000
2021-09-09,22.2390145720,22.4642751267,22.0586068918,22.1044559479,196856000
2021-09-10,22.2748984287,22.5519889586,22.1971544517,22.4044742584,248376000
2021-09-13,22.6097976933,22.8888824612,21.7864994341,22.0795383453,297500000
2021-09-14,22.2021320414,22.3366906479,22.0137511331,22.1692409515,199755000
2021-09-15,22.2360208176,22.2938316455,21.8941424593,22.2679157257,166538000
2021-09-16,22.1104339414,22.2041263049,21.8552708698,22.1692409515,156033000
2021-09-17,22.2270546146,22.2479858311,21.7585926969,21.8283634186,294503000
2021-09-20,21.0768287779,21.3628906201,20.5944127459,21.0439376831,349440000
2021-09-21,21.3469366279,21.3549098789,20.8814653063,21.1764965057,204688000
2021-09-22,21.2961084960,21.8881653145,21.1266645102,21.8692283630,268726000
2021-09-23,22.0675764795,22.4612848377,21.8183942630,22.4084587097,248555000
2021-09-24,21.9978024778,22.0765445179,21.7894865410,22.0087661743,217655000
2021-09-27,21.6389832517,21.7276928224,21.2552443027,21.5891475677,245215000
2021-09-28,21.1446031907,21.3489324967,20.5834433092,20.6312866211,343069000
2021-09-29,20.8714990732,20.9482468469,20.4000449327,20.4498825073,218394000
2021-09-30,20.7000652690,20.9970908133,20.6203270338,20.6482353210,221009000
2021-10-01,20.6821256279,20.7907683378,20.1369140124,20.6741523743,240978000
2021-10-04,20.4369258075,20.4748016061,19.4910308258,19.6674518585,345635000
2021-10-05,19.8847412627,20.5804579525,19.7890546242,20.3841018677,279282000
2021-10-06,20.0541816137,20.6522172929,20.0143115545,20.6322841644,297202000
2021-10-07,21.0229985146,21.2522475355,20.9033921482,21.0060558319,256919000
2021-10-08,21.0319766070,21.1366326865,20.7070427687,20.7628593445,151258000
2021-10-11,20.5076957787,20.9940983979,20.4439040558,20.6273021698,163388000
2021-10-12,20.7598700552,20.9881210801,20.4608521254,20.6033840179,162134000
2021-10-13,20.8495731649,20.9213381433,20.6452438285,20.8705043793,180652000
2021-10-14,21.2183618626,21.6838332487,21.0529045241,21.6748638153,243589000
2021-10-15,21.7386535340,21.8592580019,21.5911388651,21.7904834747,226994000
2021-10-18,21.6778530933,22.2180798674,21.5731951347,22.1493053436,189494000
2021-10-19,22.2031288418,22.3057925424,21.9649122508,22.2170848846,161473000
2021-10-20,22.2320376727,22.3596192262,21.9100942944,22.0306987762,146276000
2021-10-21,22.0247125784,22.6367042743,22.0107584384,22.6177654266,187590000
2021-10-22,22.7483379981,23.0543329037,22.4871959580,22.6516551971,249384000
2021-10-25,22.8978500505,23.2786004176,22.6955149884,23.0902194977,230235000
2021-10-26,23.9105273390,25.1763733626,23.8457394351,24.6361446381,485898000
2021-10-27,24.3939448437,25.0079290910,24.2025715501,24.3710193634,245990000
2021-10-28,24.7966176034,24.8683825738,24.4427793605,24.8594112396,234204000
2021-10-29,24.9192119018,25.6248959535,24.9182157207,25.4833602905,292503000
2021-11-01,25.5650964371,25.8092939216,25.1444760133,25.7425136566,265740000
2021-11-02,25.7375298170,26.5907286077,25.7156005225,26.3146343231,294112000
2021-11-03,26.5827551128,26.6963825065,26.1491786507,26.5109901428,239910000
2021-11-04,27.1399272499,31.2623970443,27.0292902977,29.7035140991,1153631000
2021-11-05,30.0882529385,31.2972843342,29.3137942253,29.6546764374,851260000
2021-11-08,30.0503738268,30.9982630361,29.8091649028,30.7032318115,503101000
2021-11-09,32.1764012445,32.2043095298,29.8659830499,30.5567150116,646746000
2021-11-10,29.2599709495,30.7490832290,28.6838606959,29.3626327515,636206000
2021-11-11,30.3683323340,30.4899329844,29.6795927746,30.2905864716,332172000
2021-11-12,29.9118303785,30.5796387251,29.5330723842,30.2905864716,413054000
2021-11-15,30.4520571841,30.5437552873,29.1513258455,29.9267807007,384909000
2021-11-16,29.6616525353,30.2905870114,29.6088245108,30.1041984558,264484000
2021-11-17,30.3184961146,30.4091999417,28.7057888748,29.1652812958,428508000
2021-11-18,32.2611162607,32.6528283628,31.2185366803,31.5713787079,781711000
2021-11-19,32.1375210519,32.9797579558,31.8006274310,32.8770942688,533867000
2021-11-22,33.4073558171,34.5336603695,31.7956467512,31.8514633179,754335000
2021-11-23,31.4318444630,32.2541465333,30.7789863750,31.6421546936,532163000
2021-11-24,31.3580807604,32.7475196128,30.8268234426,32.5671119690,435162000
2021-11-26,32.4933578508,32.6029986288,31.2474487331,31.3999481201,283069000
2021-11-29,32.2601246119,33.3027005365,31.9312022915,33.2668190002,454964000
2021-11-30,33.0604982280,33.2438982543,31.7597686647,32.5691108704,622066000
2021-12-01,33.1143924063,33.1841716663,31.2811809672,31.3360080719,484368000
2021-12-02,31.1156994300,32.3757186937,30.9272935618,32.0248260498,472890000
2021-12-03,31.8992292554,32.0278246357,30.0351172092,30.5963459015,544325000
2021-12-06,29.7858986471,30.1457618176,27.9497005658,29.9424057007,658938000
2021-12-07,30.8595069762,32.3468087565,30.5544690127,32.3248748779,593053000
2021-12-08,31.8982283757,32.1883123152,31.3220476108,31.7257728577,475551000
2021-12-09,31.6340658486,32.1035851951,30.3321788111,30.3939838409,488507000
2021-12-10,31.0519031187,31.2064156825,29.7669628339,30.1029014587,488825000
2021-12-13,30.1537409736,30.1985993365,28.0274568532,28.0723152161,598344000
2021-12-14,27.6117713454,28.5876884274,27.1641859030,28.2477626801,667035000
2021-12-15,28.3105614181,30.4039484102,27.7503310129,30.3630771637,698297000
2021-12-16,31.0538932552,31.0618674827,28.0045269661,28.2975997925,707366000
2021-12-17,27.8968738791,28.8309234742,27.6725820397,27.7134532928,713758000
2021-12-20,27.2190142196,28.0553709259,27.0595182272,27.6317100525,461847000
2021-12-21,28.2846439893,29.0282949447,27.3147067252,28.9834365845,524385000
2021-12-22,28.8000190446,29.4619275769,28.3594096243,29.3074150085,395184000
2021-12-23,29.6612970926,29.9643406119,29.3383180008,29.5466594696,343022000
2021-12-27,29.5665907560,30.9890967095,29.5466532863,30.8475437164,403686000
2021-12-28,31.2133930831,31.2313360480,29.9174858791,30.2265110016,420591000
2021-12-29,30.1776636039,30.4517971811,29.2735184789,29.9065189362,343139000
2021-12-30,29.7330686375,30.3610857096,29.4469737036,29.4928283691,308864000
2021-12-31,29.5805449248,29.9354246411,29.2386247533,29.3183727264,266530000
2022-01-03,29.7211079182,30.6142861673,29.6912017090,30.0261440277,391547000
2022-01-04,30.1816528118,30.3720513039,28.2597249259,29.1977615356,527154000
2022-01-05,28.8578344700,29.3233647722,27.4462952122,27.5170707703,498064000
2022-01-06,27.5529524172,28.3484396011,26.9797644122,28.0892581940,454186000
2022-01-07,28.0523775086,28.3324927043,26.9717897667,27.1611919403,409939000
2022-01-10,26.4972901290,27.3824941140,25.5632406683,27.3137111664,594681000
2022-01-11,27.2369586859,27.9766226749,26.7544835675,27.7294025421,404089000
2022-01-12,27.9786085605,28.5049456183,27.5210544457,27.9108238220,383413000
2022-01-13,28.2896258323,28.3903075860,26.4145491414,26.4913082123,540171000
2022-01-14,26.2171801311,27.1113567267,26.1274633904,26.8571586609,395832000
2022-01-18,26.1772986131,26.5541084219,25.6888420169,25.8214225769,424270000
2022-01-19,25.9968701356,26.4594076634,24.9731040306,24.9880561829,488315000
2022-01-20,25.2243130334,25.4984466181,24.0021722409,24.0739459991,435181000
2022-01-21,23.4329708168,24.7448264035,23.1897397482,23.3003902435,718958000
2022-01-24,22.2596768719,23.3063693847,20.8222186725,23.2983951569,913982000
2022-01-25,22.4749955124,22.8707465046,21.9307154993,22.2536945343,664616000
2022-01-26,23.1668115261,23.9812380375,22.2297712756,22.7002849579,755959000
2022-01-27,23.4937814090,23.9194367637,21.6067412157,21.8748950958,573353000
2022-01-28,21.9426786575,22.7860150926,21.2289338895,22.7680721283,543774000
2022-01-31,23.1089936154,24.4318161456,22.9794038527,24.4088878632,564680000
2022-02-01,25.0249435487,25.0658147981,23.8147659306,24.5604114532,518925000
2022-02-02,25.7127735861,25.7356999712,24.4756804529,25.1625118256,543419000
2022-02-03,24.3809794836,24.9980296732,23.7051150756,23.8725852966,410178000
2022-02-04,23.8965071305,24.5574193072,23.5575777117,24.2424144745,354829000
2022-02-07,24.2952476259,25.1026962478,24.1257829126,24.6501274109,376868000
2022-02-08,24.2822869877,25.1505442912,23.9044808376,25.0289287567,410359000
2022-02-09,25.5413114857,26.6408385805,25.2731595122,26.6209011078,524282000
2022-02-10,25.9131387066,26.8402084008,25.5193821641,25.7426757812,513200000
2022-02-11,25.8343854915,26.0696423392,23.6981345940,23.8735790253,605472000
2022-02-14,23.8586326067,24.7966694122,23.6801954202,24.1905841827,440424000
2022-02-15,24.8704328391,26.4614075658,24.7059534271,26.4115657806,699869000
2022-02-16,26.1763077982,26.4982905839,25.4715335023,26.4275131226,732676000
2022-02-17,25.5492835874,25.7037961363,24.0888990050,24.4298210144,810595000
2022-02-18,24.5903168290,24.9073162004,23.0272557563,23.5675487518,761255000
2022-02-22,22.9624616736,23.9882206405,22.9275720422,23.3163433075,633422000
2022-02-23,23.7270425854,24.0789315536,22.2307700949,22.3164978027,566511000
2022-02-24,20.9488206938,23.7250502503,20.8242143334,23.6732139587,735801000
2022-02-25,23.6462991077,24.1407355050,23.3073696748,24.0809249878,528866000
2022-02-28,23.9164445506,24.5873254618,23.6323422297,24.3082065582,477319000
2022-03-01,24.2145043051,24.3002339191,23.0591537772,23.4030666351,412056000
2022-03-02,23.6852259710,24.3362804132,23.3452422834,24.1478424072,389642000
2022-03-03,24.1897105472,24.2535209394,23.3990740195,23.6433448792,365095000
2022-03-04,23.3143314461,23.6094490842,22.4150184019,22.8676662445,431415000
2022-03-07,22.7490188389,22.9643767981,21.2664496693,21.2883834839,450821000
2022-03-08,21.2455143187,22.3063435324,20.5884772755,21.4499034882,557467000
2022-03-09,22.3202999231,23.1508182885,22.1807176438,22.9454326630,492742000
2022-03-10,22.4638736275,22.7201079181,21.8168070230,22.5904960632,428066000
2022-03-11,22.9534147823,23.0760494498,21.9803225402,22.0341625214,367209000
2022-03-14,21.8038426280,22.1956713675,21.0959589264,21.2664489746,385354000
2022-03-15,21.4538876488,22.9693593273,21.2584724747,22.9045524597,491996000
2022-03-16,23.4299846710,24.5237164175,23.1029627886,24.4230175018,671422000
2022-03-17,24.0481359811,24.7679830226,23.8347728882,24.6922111511,471941000
2022-03-18,24.7251123390,26.4898391641,24.5506345039,26.3741836548,730719000
2022-03-21,26.4280235177,27.0711022247,25.8896315114,26.6543464661,591727000
2022-03-22,26.6473692013,27.1568483166,25.9943219170,26.4449748993,547007000
2022-03-23,26.0481614777,26.5327135842,25.4988043968,25.5576286316,502120000
2022-03-24,26.0880433201,28.2356251824,25.8298141897,28.0661315918,877379000
2022-03-25,27.8029174117,28.2735112782,27.1897499427,27.6094951630,579016000
2022-03-28,27.6733040552,28.1658317102,27.1249415889,28.1349239349,425494000
2022-03-29,28.6095067613,28.8597583925,27.8966368566,28.5706233978,488984000
2022-03-30,28.2196749242,28.4111023369,27.4210607451,27.6075038910,463487000
2022-03-31,27.6992268076,28.1638380269,27.1887531108,27.2047042847,523440000
2022-04-01,27.2934405758,27.4140803647,26.1887418819,26.6324157715,517235000
2022-04-04,26.6483729428,27.4759001420,26.5337157775,27.2784900665,397120000
2022-04-05,27.1727988879,27.2376057588,25.7430713457,25.8537406921,436615000
2022-04-06,24.8597161125,25.2246249416,23.9314900109,24.3342857361,703833000
2022-04-07,24.3681813120,24.6483442472,23.4080510951,24.1358757019,557992000
2022-04-08,23.8457441697,23.8517268112,22.9932919179,23.0501213074,524781000
2022-04-11,22.1478158232,22.2534990004,21.5954655709,21.8516998291,575207000
2022-04-12,22.4698531501,22.6572927426,21.2185912748,21.4399299622,662258000
2022-04-13,21.6632651657,22.4329644630,21.3910778152,22.1368484497,516943000
2022-04-14,22.4379484700,22.7091393444,21.0999477261,21.1946640015,569097000
2022-04-18,21.1368401432,22.0221931327,21.0162003464,21.7181034088,525701000
2022-04-19,21.6552861674,22.3063404800,21.2504956777,22.1318626404,512781000
2022-04-20,22.4499135523,22.6024575858,21.1368379555,21.4179973602,468974000
2022-04-21,21.6443242140,22.3252899842,19.9404160294,20.1228713989,656209000
2022-04-22,20.2425041192,20.4249594102,19.4418972622,19.4568519592,624713000
2022-04-25,19.1447895794,19.8855759293,19.0391063979,19.8427047729,641566000
2022-04-26,19.6592527063,19.7290438444,18.6143747773,18.7320232391,653143000
2022-04-27,18.5425894708,19.1098944594,18.2355084519,18.3601360321,499460000
2022-04-28,18.9104883067,19.9773019195,18.4349102073,19.7230606079,570327000
2022-04-29,19.3441992873,20.0680362694,18.4618355919,18.4917469025,500435000
2022-05-02,18.4857607420,19.5156821431,18.3362080207,19.4748058319,572049000
2022-05-03,19.3422041127,19.7659391150,19.0759993479,19.5436019897,475751000
2022-05-04,19.8636436211,20.3392217771,18.6951344854,20.2734184265,648855000
2022-05-05,19.8078139209,19.8656397918,18.4448858329,18.7878608704,626331000
